Ticker,Sector,Industry,Company_Type,Current_Price,DCF_Price,Technical_Price,Comparable_Price,Startup_Price,Equity Value,RSI 14,Current_Multiples,Technical Trend on MA,MA_20,MA_50,MA_200,Relative_Valuation,Last_Close,Market_Cap,PE_Ratio,Revenue_Growth,Quality_Score,Quality_Grade,Growth_Quality,Median_Growth,Current_Revenue,Implied_Value_Estimate,Key_Risks,Recommendation,Confidence,Signal-Bullish,Signal-Bearish,Signal-Neutral,Signal-DCF,Signal-Startup,Signal-Technical,Signal-Comparable,Risk_Level,Investment_Thesis,Data_Quality,Next_Steps,Errors
MSFT,Technology,Software - Infrastructure,mature_profitable,$510.15,$333.38,$472.21,$230.38,$0.00,"$2,478,103,064,877",51.367900960092115,"{'pe': 37.373627, 'ps': 13.460089, 'pb': 11.041252}",Downtrend,506.9515014648438,511.6370104980469,448.30174697875975,Overvalued,$0.00,"$3,792,029,876,224",37.373627,0.181,57,C,,0,$0,$0,[],SELL,Medium,[],"['DCF shows -35% downside', 'Technical: Downtrend', 'Trading above peer multiples']",[],Strong Sell,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Strong Sell with C quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
ORCL,Technology,Software - Infrastructure,turnaround,$308.46,$37.38,$486.11,$90.45,$0.00,"$106,231,249,982",61.6531115146255,"{'pe': 71.23788, 'ps': 14.852335, 'pb': 36.280876}",Strong Uptrend,274.0544975280762,256.80999877929685,189.80815269470216,Overvalued,$0.00,"$876,555,075,584",71.23788,0.122,34,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['DCF shows -88% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Turnaround company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
IBM,Technology,Information Technology Services,mature_profitable,$267.53,$410.01,$345.76,$269.13,$0.00,"$381,931,781,924",63.961808578792564,"{'pe': 43.080513, 'ps': 3.8914638, 'pb': 9.059294}",Strong Uptrend,255.66399688720702,254.2582568359375,249.24305892944335,Undervalued,$0.00,"$249,209,339,904",43.080513,0.077,39,D,,0,$0,$0,['Weak financial health'],BUY,Medium,"['DCF shows 53% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Stable dividend-paying company. DCF suggests Strong Buy with D quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
JNJ,Healthcare,Drug Manufacturers - General,mature_profitable,$176.69,$240.19,$210.70,$178.76,$0.00,"$578,457,485,059",54.04387587164318,"{'pe': 18.917559, 'ps': 4.6953936, 'pb': 5.4191074}",Strong Uptrend,176.94949951171876,172.85625762939452,156.88779541015626,Overvalued,$0.00,"$425,529,409,536",18.917559,0.058,62,B,,0,$0,$0,[],BUY,High,"['DCF shows 36% upside', 'Technical: Strong Uptrend', 'Good quality company metrics']",['Trading above peer multiples'],[],Strong Buy,,Buy,Sell,Low,Stable dividend-paying company. DCF suggests Strong Buy with B quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
UNH,Healthcare,Healthcare Plans,mature_profitable,$351.81,$795.71,$438.02,"$1,166.50",$0.00,"$720,654,285,171",70.05103766267013,"{'pe': 15.236465, 'ps': 0.7535749, 'pb': 3.3612313}",Uptrend,329.84138946533204,296.94334716796874,403.15189971923826,Undervalued,$0.00,"$318,625,021,952",15.236465,0.129,54,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 126% upside', 'Technical: Uptrend', 'Trading below peer multiples']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
PG,Consumer Defensive,Household & Personal Products,mature_profitable,$152.42,$192.59,$161.61,$99.29,$0.00,"$450,750,084,581",37.55866869745514,"{'pe': 23.41321, 'ps': 4.2325563, 'pb': 6.967134}",Strong Downtrend,157.19650115966797,156.01197662353516,161.60574882507325,Overvalued,$0.00,"$356,736,761,856",23.41321,0.017,49,C,,0,$0,$0,[],HOLD,Medium,['DCF shows 26% upside'],"['Technical: Strong Downtrend', 'Trading above peer multiples']",[],Strong Buy,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
KO,Consumer Defensive,Beverages - Non-Alcoholic,mature_profitable,$66.45,$33.76,$63.05,$36.60,$0.00,"$145,294,184,284",40.10220695566426,"{'pe': 23.56383, 'ps': 6.0766363, 'pb': 10.006023}",Downtrend,67.18514900207519,68.31484298706054,67.5035538482666,Overvalued,$0.00,"$285,978,656,768",23.56383,0.014,47,C,,0,$0,$0,[],SELL,Medium,[],"['DCF shows -49% downside', 'Technical: Downtrend', 'Trading above peer multiples']",[],Strong Sell,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Strong Sell with C quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
NEE,Utilities,Utilities - Regulated Electric,mature_profitable,$73.83,$52.31,$94.98,$30.97,$0.00,"$107,721,647,464",60.62402880417407,"{'pe': 25.724741, 'ps': 5.8704033, 'pb': 2.9930677}",Strong Uptrend,71.46814994812011,72.33813858032227,70.14617893218994,Overvalued,$0.00,"$152,037,572,608",25.724741,0.104,39,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Strong Uptrend'],"['DCF shows -29% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Stable dividend-paying company. DCF suggests Strong Sell with D quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
CRM,Technology,Software - Application,mature_profitable,$245.89,$584.39,$282.31,$276.21,$0.00,"$556,335,434,659",48.750197695381665,"{'pe': 35.791847, 'ps': 5.9259605, 'pb': 3.8289886}",Strong Downtrend,247.5227912902832,249.7731854248047,282.3118926239014,Undervalued,$0.00,"$234,087,284,736",35.791847,0.098,52,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 138% upside', 'Trading below peer multiples']",['Technical: Strong Downtrend'],[],Strong Buy,,Sell,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
DDOG,Technology,Software - Application,growth_profitable,$136.57,$98.21,$118.71,$43.39,$0.00,"$31,749,688,245",51.25419623157715,"{'pe': 379.3611, 'ps': 15.791525, 'pb': 14.898005}",Downtrend,136.58550109863282,136.62940170288087,127.17202522277832,Overvalued,$0.00,"$47,628,124,160",379.3611,0.281,44,C,,0,$0,$0,[],SELL,Medium,[],"['DCF shows -28% downside', 'Technical: Downtrend', 'Trading above peer multiples']",[],Strong Sell,,Sell,Sell,Low,Growth company with C fundamentals. Multiple analysis methods suggest sell.,High,['Monitor for fundamental changes before reconsidering'],[]
PLTR,Technology,Software - Infrastructure,mature_profitable,$179.56,$6.25,$308.18,$7.47,$0.00,"$14,223,470,774",62.2132065431209,"{'pe': 619.1724, 'ps': 123.80963, 'pb': 71.824}",Strong Uptrend,166.21900024414063,165.05780059814452,117.8089001083374,Overvalued,$0.00,"$425,977,806,848",619.1724,0.48,74,B,,0,$0,$0,[],SELL,Medium,"['Technical: Strong Uptrend', 'Good quality company metrics']","['DCF shows -97% downside', 'Trading above peer multiples']",[],Strong Sell,,Buy,Sell,Low,Stable dividend-paying company. DCF suggests Strong Sell with B quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
GILD,Healthcare,Drug Manufacturers - General,mature_profitable,$113.67,$237.46,$145.19,$96.88,$0.00,"$294,638,593,601",50.12446685545659,"{'pe': 22.50891, 'ps': 4.88662, 'pb': 7.1756835}",Strong Uptrend,113.33680267333985,113.56569442749023,104.99445175170898,Overvalued,$0.00,"$141,042,515,968",22.50891,0.018,47,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 109% upside', 'Technical: Strong Uptrend']",['Trading above peer multiples'],[],Strong Buy,,Buy,Sell,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
MRNA,Healthcare,Biotechnology,turnaround,$25.88,$-83.00,$30.95,$94.93,$0.00,"$-32,294,726,189",51.330208732075675,"{'pe': None, 'ps': 3.2714045, 'pb': 1.0711033}",Strong Downtrend,24.823499870300292,27.35989990234375,30.95142490386963,Undervalued,$0.00,"$10,069,383,168",,-0.411,20,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['DCF shows -421% downside', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
SQ,,,startup_loss_making,$0.00,$0.00,$0.00,$0.00,$0.00,$0,RSI_14 Unavailable,,Trend Unavailable,MA20 Unavailable,MA50 Unavailable,MA200 Unavailable,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",['Stock SQ appears to be delisted or invalid']
PYPL,Financial Services,Credit Services,financial,$67.86,$0.00,$73.76,$71.64,$0.00,$0,46.87598594351145,"{'pe': 14.531049, 'ps': 2.0076792, 'pb': 3.2248254}",Strong Downtrend,68.1779998779297,69.8456004333496,73.75562519073486,Undervalued,$0.00,"$64,831,979,520",14.531049,0.051,62,B,,0,$0,$0,[],HOLD,Low,"['Trading below peer multiples', 'Good quality company metrics']",['Technical: Strong Downtrend'],[],,,Sell,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
XOM,Energy,Oil & Gas Integrated,commodity,$114.56,$168.69,$141.66,$87.79,$0.00,"$719,170,882,483",59.52678189465549,"{'pe': 16.272728, 'ps': 1.4808183, 'pb': 1.8598912}",Strong Uptrend,112.77600021362305,110.0798878479004,107.78252967834473,Overvalued,$0.00,"$488,397,570,048",16.272728,-0.123,52,C,,0,$0,$0,[],HOLD,Low,"['DCF shows 47% upside', 'Technical: Strong Uptrend']",['Trading above peer multiples'],[],Strong Buy,,Buy,Sell,Low,Commodity company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
CVX,Energy,Oil & Gas Integrated,commodity,$159.18,$154.08,$198.55,$87.81,$0.00,"$310,440,381,385",57.02652577504873,"{'pe': 20.460154, 'ps': 1.6945522, 'pb': 1.8786068}",Strong Uptrend,157.85200042724608,154.63217163085938,147.66149620056152,Overvalued,$0.00,"$320,719,421,440",20.460154,-0.107,39,D,,0,$0,$0,['Weak financial health'],HOLD,Low,['Technical: Strong Uptrend'],"['Trading above peer multiples', 'Poor quality metrics']",['DCF suggests fair valuation'],Hold,,Buy,Sell,Medium,Commodity company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
VMC,Basic Materials,Building Materials,mature_profitable,$293.81,$171.02,$367.60,$124.06,$0.00,"$22,595,615,031",51.906403648969615,"{'pe': 40.806946, 'ps': 5.1114473, 'pb': 4.6131988}",Strong Uptrend,294.4209976196289,285.75017822265625,264.29899444580076,Overvalued,$0.00,"$38,819,397,632",40.806946,0.044,31,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Strong Uptrend'],"['DCF shows -42% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Stable dividend-paying company. DCF suggests Strong Sell with D quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
CAT,Industrials,Farm & Heavy Construction Machinery,mature_profitable,$469.79,$577.48,$608.91,$266.33,$0.00,"$270,535,724,849",74.61093241040427,"{'pe': 23.907888, 'ps': 3.485749, 'pb': 11.79399}",Strong Uptrend,438.0845016479492,428.7943438720703,369.2779901123047,Overvalued,$0.00,"$220,086,714,368",23.907888,-0.007,37,D,,0,$0,$0,['Weak financial health'],BUY,Medium,"['DCF shows 23% upside', 'Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Trading above peer multiples', 'Poor quality metrics']",[],Buy,,Buy,Sell,Medium,Stable dividend-paying company. DCF suggests Buy with D quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
FCX,Basic Materials,Copper,mature_profitable,$37.67,$30.38,$32.30,$34.50,$0.00,"$43,617,985,509",27.426707922206322,"{'pe': 28.537876, 'ps': 2.0947175, 'pb': 2.9687128}",Downtrend,44.81799964904785,43.45719970703125,39.84642045021057,Overvalued,$0.00,"$54,085,607,424",28.537876,0.145,64,B,,0,$0,$0,[],SELL,Medium,['Good quality company metrics'],"['DCF shows -19% downside', 'Technical: Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],Sell,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Sell with B quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
AMD,Technology,Semiconductors,mature_profitable,$160.88,$48.38,$135.95,$57.68,$0.00,"$78,514,397,627",49.95095158991769,"{'pe': 96.335335, 'ps': 8.8203745, 'pb': 4.373522}",Downtrend,159.71950149536133,165.36539978027344,126.93739986419678,Overvalued,$0.00,"$261,083,086,848",96.335335,0.317,59,C,,0,$0,$0,[],SELL,Medium,[],"['DCF shows -70% downside', 'Technical: Downtrend', 'Trading above peer multiples']",[],Strong Sell,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Strong Sell with C quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
INTC,Technology,Semiconductors,turnaround,$31.22,$-17.37,$50.57,$45.45,$0.00,"$-81,126,191,926",73.2139885853038,"{'pe': None, 'ps': 2.7474198, 'pb': 1.3960559}",Strong Uptrend,25.91150007247925,23.666199989318848,21.87479995727539,Undervalued,$0.00,"$145,805,574,144",,0.002,8,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']","['DCF shows -156% downside', 'Poor quality metrics']",[],Strong Sell,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
F,Consumer Cyclical,Auto Manufacturers,mature_profitable,$11.63,$15.95,$15.32,$41.35,$0.00,"$62,347,438,277",51.61968308548949,"{'pe': 14.910257, 'ps': 0.24985573, 'pb': 1.0272944}",Strong Uptrend,11.675999975204467,11.398504848480224,10.18631742477417,Undervalued,$0.00,"$46,285,774,848",14.910257,0.05,30,D,,0,$0,$0,['Weak financial health'],BUY,Medium,"['DCF shows 37% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Stable dividend-paying company. DCF suggests Strong Buy with D quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
GM,Consumer Cyclical,Auto Manufacturers,turnaround,$59.92,$-44.24,$81.91,$197.12,$0.00,"$-42,122,568,143",66.35335820652708,"{'pe': 9.148091, 'ps': 0.3040965, 'pb': 0.8640853}",Strong Uptrend,58.50732498168945,55.857396926879886,50.57441314697266,Undervalued,$0.00,"$57,048,502,272",9.148091,-0.018,27,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Trading below peer multiples']","['DCF shows -174% downside', 'Poor quality metrics']",[],Strong Sell,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
RBLX,Communication Services,Electronic Gaming & Multimedia,turnaround,$133.13,$20.72,$198.70,$15.59,$0.00,"$13,366,064,410",55.156900165574314,"{'pe': None, 'ps': 22.940958, 'pb': 261.0392}",Strong Uptrend,131.71649894714355,126.91919921875,85.57129970550537,Overvalued,$0.00,"$92,291,932,160",,0.209,10,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Strong Uptrend'],"['DCF shows -84% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Turnaround company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
ROKU,Communication Services,Entertainment,turnaround,$98.21,$24.39,$158.17,$101.23,$0.00,"$3,176,443,334",55.519884148495684,"{'pe': None, 'ps': 3.292258, 'pb': 5.585509}",Strong Uptrend,97.32999992370605,92.41240036010743,80.42622514724731,Overvalued,$0.00,"$14,469,342,208",,0.148,30,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Strong Uptrend'],"['DCF shows -75% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Turnaround company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
SGEN,,,startup_loss_making,$0.00,$0.00,$0.00,$0.00,$0.00,$0,RSI_14 Unavailable,,Trend Unavailable,MA20 Unavailable,MA50 Unavailable,MA200 Unavailable,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",['Stock SGEN appears to be delisted or invalid']
BMRN,Healthcare,Biotechnology,growth_profitable,$53.77,$218.39,$61.62,$172.75,$0.00,"$41,933,541,903",40.428283832007914,"{'pe': 15.861357, 'ps': 3.370087, 'pb': 1.7129114}",Strong Downtrend,55.79199981689453,57.35539985656738,61.61699993133545,Undervalued,$0.00,"$10,324,625,408",15.861357,0.159,79,B,,0,$0,$0,[],BUY,High,"['DCF shows 306% upside', 'Trading below peer multiples', 'Good quality company metrics']","['Technical: Strong Downtrend', 'High volume selling pressure']",[],Strong Buy,,Sell,Buy,Low,Growth company with B fundamentals. Multiple analysis methods suggest buy.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
RIVN,Consumer Cyclical,Auto Manufacturers,turnaround,$15.79,$-13.78,$25.64,$6.39,$0.00,"$-16,665,835,219",70.19427888735608,"{'pe': None, 'ps': 3.71969, 'pb': 3.1592636}",Strong Uptrend,14.178499937057495,13.322999954223633,13.205899996757507,Overvalued,$0.00,"$19,160,123,392",,0.125,20,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['DCF shows -187% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
LCID,Consumer Cyclical,Auto Manufacturers,turnaround,$22.98,$-60.07,$32.13,$4.53,$0.00,"$-18,460,238,100",62.601240829024,"{'pe': None, 'ps': 7.601531, 'pb': 2.9326186}",Uptrend,19.79699993133545,22.593799934387206,24.67194993972778,Overvalued,$0.00,"$7,061,753,856",,0.293,25,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Uptrend'],"['DCF shows -361% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Turnaround company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
JPM,Financial Services,Banks - Diversified,financial,$313.42,$0.00,$398.24,$182.75,$0.00,$0,67.20613514333871,"{'pe': 16.064583, 'ps': 5.2631354, 'pb': 2.55828}",Strong Uptrend,304.9700042724609,297.74320129394533,264.4913507080078,Overvalued,$0.00,"$861,827,891,200",16.064583,-0.106,52,C,,0,$0,$0,[],HOLD,Low,['Technical: Strong Uptrend'],['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BAC,Financial Services,Banks - Diversified,financial,$51.70,$0.00,$66.08,$36.00,$0.00,$0,66.22673123953517,"{'pe': 15.16129, 'ps': 3.8894842, 'pb': 1.3925177}",Strong Uptrend,50.71827907562256,48.58590927124023,44.55756093978882,Overvalued,$0.00,"$382,939,168,768",15.16129,0.042,47,C,,0,$0,$0,[],HOLD,Low,['Technical: Strong Uptrend'],['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
SOFI,Financial Services,Credit Services,financial,$28.44,$0.00,$45.98,$5.69,$0.00,$0,63.41973949843112,"{'pe': 56.88, 'ps': 11.241859, 'pb': 4.6153846}",Strong Uptrend,26.70349988937378,24.208399963378906,16.879849972724916,Overvalued,$0.00,"$34,055,481,344",56.88,0.439,52,C,,0,$0,$0,[],HOLD,Low,['Technical: Strong Uptrend'],['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
O,Real Estate,REIT - Retail,reit,$59.98,$76.31,$71.02,$16.93,$0.00,"$69,767,289,027",60.15225589451527,"{'pe': 58.23301, 'ps': 10.012497, 'pb': 1.4006164}",Strong Uptrend,59.16384220123291,58.00815902709961,55.29244874954224,Overvalued,$0.00,"$54,840,078,336",58.23301,0.054,26,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 27% upside', 'Technical: Strong Uptrend']","['Trading above peer multiples', 'Poor quality metrics']",[],Strong Buy,,Buy,Sell,Medium,Reit company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
PLD,Real Estate,REIT - Industrial,reit,$112.86,$78.61,$146.03,$44.09,$0.00,"$72,951,950,431",53.69829871377481,"{'pe': 30.420485, 'ps': 11.748906, 'pb': 1.9887925}",Strong Uptrend,112.66999130249023,109.19514114379882,107.87115139007568,Overvalued,$0.00,"$104,741,191,680",30.420485,0.086,24,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Strong Uptrend'],"['DCF shows -30% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Reit company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
